movie_id,title,genres,title_length,text_for_embedding,clean_text,text_length
1606,Kull the Conqueror (1997),Action|Adventure,25,"Kull the Conqueror (1997) Action,Adventure","Kull the Conqueror (1997) Action,Adventure",42
1608,Air Force One (1997),Action|Thriller,20,"Air Force One (1997) Action,Thriller","Air Force One (1997) Action,Thriller",36
1609,187 (1997),Drama,10,187 (1997) Drama,187 (1997) Drama,16
1610,"Hunt for Red October, The (1990)",Action|Thriller,32,"Hunt for Red October, The (1990) Action,Thriller","Hunt for Red October, The (1990) Action,Thriller",48
1611,My Own Private Idaho (1991),Drama,27,My Own Private Idaho (1991) Drama,My Own Private Idaho (1991) Drama,33
1612,"Kiss Me, Guido (1997)",Comedy,21,"Kiss Me, Guido (1997) Comedy","Kiss Me, Guido (1997) Comedy",28
1613,Star Maps (1997),Drama,16,Star Maps (1997) Drama,Star Maps (1997) Drama,22
1614,In & Out (1997),Comedy,15,In & Out (1997) Comedy,In & Out (1997) Comedy,22
1615,"Edge, The (1997)",Adventure|Thriller,16,"Edge, The (1997) Adventure,Thriller","Edge, The (1997) Adventure,Thriller",35
1616,"Peacemaker, The (1997)",Action|Thriller|War,22,"Peacemaker, The (1997) Action,Thriller,War","Peacemaker, The (1997) Action,Thriller,War",42
1617,L.A. Confidential (1997),Crime|Film-Noir|Mystery|Thriller,24,"L.A. Confidential (1997) Crime,Film-Noir,Mystery,Thriller","L.A. Confidential (1997) Crime,Film-Noir,Mystery,Thriller",57
1619,Seven Years in Tibet (1997),Drama|War,27,"Seven Years in Tibet (1997) Drama,War","Seven Years in Tibet (1997) Drama,War",37
1620,Kiss the Girls (1997),Crime|Drama|Thriller,21,"Kiss the Girls (1997) Crime,Drama,Thriller","Kiss the Girls (1997) Crime,Drama,Thriller",42
1621,Soul Food (1997),Drama,16,Soul Food (1997) Drama,Soul Food (1997) Drama,22
1622,Kicked in the Head (1997),Comedy|Drama,25,"Kicked in the Head (1997) Comedy,Drama","Kicked in the Head (1997) Comedy,Drama",38
1623,Wishmaster (1997),Horror,17,Wishmaster (1997) Horror,Wishmaster (1997) Horror,24
1624,"Thousand Acres, A (1997)",Drama,24,"Thousand Acres, A (1997) Drama","Thousand Acres, A (1997) Drama",30
1625,"Game, The (1997)",Mystery|Thriller,16,"Game, The (1997) Mystery,Thriller","Game, The (1997) Mystery,Thriller",33
1626,Fire Down Below (1997),Action|Drama|Thriller,22,"Fire Down Below (1997) Action,Drama,Thriller","Fire Down Below (1997) Action,Drama,Thriller",44
1627,U Turn (1997),Action|Crime|Mystery,13,"U Turn (1997) Action,Crime,Mystery","U Turn (1997) Action,Crime,Mystery",34
1628,"Locusts, The (1997)",Drama,19,"Locusts, The (1997) Drama","Locusts, The (1997) Drama",25
1629,"MatchMaker, The (1997)",Comedy|Romance,22,"MatchMaker, The (1997) Comedy,Romance","MatchMaker, The (1997) Comedy,Romance",37
1630,"Lay of the Land, The (1997)",Comedy|Drama,27,"Lay of the Land, The (1997) Comedy,Drama","Lay of the Land, The (1997) Comedy,Drama",40
1631,"Assignment, The (1997)",Thriller,22,"Assignment, The (1997) Thriller","Assignment, The (1997) Thriller",31
1632,"Smile Like Yours, A (1997)",Comedy|Romance,26,"Smile Like Yours, A (1997) Comedy,Romance","Smile Like Yours, A (1997) Comedy,Romance",41
1633,Ulee's Gold (1997),Drama,18,Ulee's Gold (1997) Drama,Ulee's Gold (1997) Drama,24
1635,"Ice Storm, The (1997)",Drama,21,"Ice Storm, The (1997) Drama","Ice Storm, The (1997) Drama",27
1636,Stag (1997),Action|Thriller,11,"Stag (1997) Action,Thriller","Stag (1997) Action,Thriller",27
1639,Chasing Amy (1997),Drama|Romance,18,"Chasing Amy (1997) Drama,Romance","Chasing Amy (1997) Drama,Romance",32
1640,How to Be a Player (1997),Comedy,25,How to Be a Player (1997) Comedy,How to Be a Player (1997) Comedy,32
1641,"Full Monty, The (1997)",Comedy,22,"Full Monty, The (1997) Comedy","Full Monty, The (1997) Comedy",29
1642,Indian Summer (a.k.a. Alive & Kicking) (1996),Comedy|Drama,45,"Indian Summer (a.k.a. Alive & Kicking) (1996) Comedy,Drama","Indian Summer (a.k.a. Alive & Kicking) (1996) Comedy,Drama",58
1643,"Mrs. Brown (Her Majesty, Mrs. Brown) (1997)",Drama|Romance,43,"Mrs. Brown (Her Majesty, Mrs. Brown) (1997) Drama,Romance","Mrs. Brown (Her Majesty, Mrs. Brown) (1997) Drama,Romance",57
1644,I Know What You Did Last Summer (1997),Horror|Mystery|Thriller,38,"I Know What You Did Last Summer (1997) Horror,Mystery,Thriller","I Know What You Did Last Summer (1997) Horror,Mystery,Thriller",62
1645,"Devil's Advocate, The (1997)",Crime|Horror|Mystery|Thriller,28,"Devil's Advocate, The (1997) Crime,Horror,Mystery,Thriller","Devil's Advocate, The (1997) Crime,Horror,Mystery,Thriller",58
1646,Rocket Man (1997),Comedy,17,Rocket Man (1997) Comedy,Rocket Man (1997) Comedy,24
1647,Playing God (1997),Crime|Thriller,18,"Playing God (1997) Crime,Thriller","Playing God (1997) Crime,Thriller",33
1648,"House of Yes, The (1997)",Comedy|Drama|Thriller,24,"House of Yes, The (1997) Comedy,Drama,Thriller","House of Yes, The (1997) Comedy,Drama,Thriller",46
1649,"Fast, Cheap & Out of Control (1997)",Documentary,35,"Fast, Cheap & Out of Control (1997) Documentary","Fast, Cheap & Out of Control (1997) Documentary",47
1650,Washington Square (1997),Drama,24,Washington Square (1997) Drama,Washington Square (1997) Drama,30
1651,Telling Lies in America (1997),Drama,30,Telling Lies in America (1997) Drama,Telling Lies in America (1997) Drama,36
1652,Year of the Horse (1997),Documentary,24,Year of the Horse (1997) Documentary,Year of the Horse (1997) Documentary,36
1653,Gattaca (1997),Drama|Sci-Fi|Thriller,14,"Gattaca (1997) Drama,Sci-Fi,Thriller","Gattaca (1997) Drama,Sci-Fi,Thriller",36
1654,FairyTale: A True Story (1997),Children's|Drama|Fantasy,30,"FairyTale: A True Story (1997) Children's,Drama,Fantasy","FairyTale: A True Story (1997) Children's,Drama,Fantasy",55
1655,Phantoms (1998),Horror,15,Phantoms (1998) Horror,Phantoms (1998) Horror,22
1656,Swept from the Sea (1997),Romance,25,Swept from the Sea (1997) Romance,Swept from the Sea (1997) Romance,33
1657,Wonderland (1997),Documentary,17,Wonderland (1997) Documentary,Wonderland (1997) Documentary,29
1658,"Life Less Ordinary, A (1997)",Romance|Thriller,28,"Life Less Ordinary, A (1997) Romance,Thriller","Life Less Ordinary, A (1997) Romance,Thriller",45
1659,Hurricane Streets (1998),Drama,24,Hurricane Streets (1998) Drama,Hurricane Streets (1998) Drama,30
1660,Eve's Bayou (1997),Drama,18,Eve's Bayou (1997) Drama,Eve's Bayou (1997) Drama,24
1661,Switchback (1997),Thriller,17,Switchback (1997) Thriller,Switchback (1997) Thriller,26
1662,Gang Related (1997),Crime,19,Gang Related (1997) Crime,Gang Related (1997) Crime,25
1663,Stripes (1981),Comedy,14,Stripes (1981) Comedy,Stripes (1981) Comedy,21
1664,Nénette et Boni (1996),Drama,22,Nénette et Boni (1996) Drama,Nénette et Boni (1996) Drama,28
1665,Bean (1997),Comedy,11,Bean (1997) Comedy,Bean (1997) Comedy,18
1666,Hugo Pool (1997),Romance,16,Hugo Pool (1997) Romance,Hugo Pool (1997) Romance,24
1667,Mad City (1997),Action|Drama,15,"Mad City (1997) Action,Drama","Mad City (1997) Action,Drama",28
1668,One Night Stand (1997),Drama,22,One Night Stand (1997) Drama,One Night Stand (1997) Drama,28
1669,"Tango Lesson, The (1997)",Romance,24,"Tango Lesson, The (1997) Romance","Tango Lesson, The (1997) Romance",32
1670,Welcome To Sarajevo (1997),Drama|War,26,"Welcome To Sarajevo (1997) Drama,War","Welcome To Sarajevo (1997) Drama,War",36
1671,Deceiver (1997),Crime,15,Deceiver (1997) Crime,Deceiver (1997) Crime,21
1672,"Rainmaker, The (1997)",Drama,21,"Rainmaker, The (1997) Drama","Rainmaker, The (1997) Drama",27
1673,Boogie Nights (1997),Drama,20,Boogie Nights (1997) Drama,Boogie Nights (1997) Drama,26
1674,Witness (1985),Drama|Romance|Thriller,14,"Witness (1985) Drama,Romance,Thriller","Witness (1985) Drama,Romance,Thriller",37
1675,Incognito (1997),Crime|Thriller,16,"Incognito (1997) Crime,Thriller","Incognito (1997) Crime,Thriller",31
1676,Starship Troopers (1997),Action|Adventure|Sci-Fi|War,24,"Starship Troopers (1997) Action,Adventure,Sci-Fi,War","Starship Troopers (1997) Action,Adventure,Sci-Fi,War",52
1677,Critical Care (1997),Comedy,20,Critical Care (1997) Comedy,Critical Care (1997) Comedy,27
1678,"Joy Luck Club, The (1993)",Drama,25,"Joy Luck Club, The (1993) Drama","Joy Luck Club, The (1993) Drama",31
1679,Chairman of the Board (1998),Comedy,28,Chairman of the Board (1998) Comedy,Chairman of the Board (1998) Comedy,35
1680,Sliding Doors (1998),Drama|Romance,20,"Sliding Doors (1998) Drama,Romance","Sliding Doors (1998) Drama,Romance",34
1681,Mortal Kombat: Annihilation (1997),Action|Adventure,34,"Mortal Kombat: Annihilation (1997) Action,Adventure","Mortal Kombat: Annihilation (1997) Action,Adventure",51
1682,"Truman Show, The (1998)",Drama,23,"Truman Show, The (1998) Drama","Truman Show, The (1998) Drama",29
1683,"Wings of the Dove, The (1997)",Drama|Romance|Thriller,29,"Wings of the Dove, The (1997) Drama,Romance,Thriller","Wings of the Dove, The (1997) Drama,Romance,Thriller",52
1684,Mrs. Dalloway (1997),Romance,20,Mrs. Dalloway (1997) Romance,Mrs. Dalloway (1997) Romance,28
1685,"I Love You, I Love You Not (1996)",Romance,33,"I Love You, I Love You Not (1996) Romance","I Love You, I Love You Not (1996) Romance",41
1686,Red Corner (1997),Crime|Thriller,17,"Red Corner (1997) Crime,Thriller","Red Corner (1997) Crime,Thriller",32
1687,"Jackal, The (1997)",Action|Thriller,18,"Jackal, The (1997) Action,Thriller","Jackal, The (1997) Action,Thriller",34
1688,Anastasia (1997),Animation|Children's|Musical,16,"Anastasia (1997) Animation,Children's,Musical","Anastasia (1997) Animation,Children's,Musical",45
1689,"Man Who Knew Too Little, The (1997)",Comedy|Mystery,35,"Man Who Knew Too Little, The (1997) Comedy,Mystery","Man Who Knew Too Little, The (1997) Comedy,Mystery",50
1690,Alien: Resurrection (1997),Action|Horror|Sci-Fi,26,"Alien: Resurrection (1997) Action,Horror,Sci-Fi","Alien: Resurrection (1997) Action,Horror,Sci-Fi",47
1692,Alien Escape (1995),Horror|Sci-Fi,19,"Alien Escape (1995) Horror,Sci-Fi","Alien Escape (1995) Horror,Sci-Fi",33
1693,Amistad (1997),Drama,14,Amistad (1997) Drama,Amistad (1997) Drama,20
1694,"Apostle, The (1997)",Drama,19,"Apostle, The (1997) Drama","Apostle, The (1997) Drama",25
1695,Artemisia (1997),Drama,16,Artemisia (1997) Drama,Artemisia (1997) Drama,22
1696,Bent (1997),Drama|War,11,"Bent (1997) Drama,War","Bent (1997) Drama,War",21
1697,"Big Bang Theory, The (1994)",Crime,27,"Big Bang Theory, The (1994) Crime","Big Bang Theory, The (1994) Crime",33
1698,"Boys, Les (1997)",Comedy,16,"Boys, Les (1997) Comedy","Boys, Les (1997) Comedy",23
1699,"Butcher Boy, The (1998)",Drama,23,"Butcher Boy, The (1998) Drama","Butcher Boy, The (1998) Drama",29
1701,Deconstructing Harry (1997),Comedy|Drama,27,"Deconstructing Harry (1997) Comedy,Drama","Deconstructing Harry (1997) Comedy,Drama",40
1702,Flubber (1997),Children's|Comedy|Fantasy,14,"Flubber (1997) Children's,Comedy,Fantasy","Flubber (1997) Children's,Comedy,Fantasy",40
1703,For Richer or Poorer (1997),Comedy,27,For Richer or Poorer (1997) Comedy,For Richer or Poorer (1997) Comedy,34
1704,Good Will Hunting (1997),Drama,24,Good Will Hunting (1997) Drama,Good Will Hunting (1997) Drama,30
1705,Guy (1996),Drama,10,Guy (1996) Drama,Guy (1996) Drama,16
1706,Harlem River Drive (1996),Drama,25,Harlem River Drive (1996) Drama,Harlem River Drive (1996) Drama,31
1707,Home Alone 3 (1997),Children's|Comedy,19,"Home Alone 3 (1997) Children's,Comedy","Home Alone 3 (1997) Children's,Comedy",37
1708,Ill Gotten Gains (1997),Drama,23,Ill Gotten Gains (1997) Drama,Ill Gotten Gains (1997) Drama,29
1709,Legal Deceit (1997),Thriller,19,Legal Deceit (1997) Thriller,Legal Deceit (1997) Thriller,28
1710,Man of Her Dreams (1996),Drama,24,Man of Her Dreams (1996) Drama,Man of Her Dreams (1996) Drama,30
1711,Midnight in the Garden of Good and Evil (1997),Comedy|Crime|Drama|Mystery,46,"Midnight in the Garden of Good and Evil (1997) Comedy,Crime,Drama,Mystery","Midnight in the Garden of Good and Evil (1997) Comedy,Crime,Drama,Mystery",73
1713,Mouse Hunt (1997),Children's|Comedy,17,"Mouse Hunt (1997) Children's,Comedy","Mouse Hunt (1997) Children's,Comedy",35
1714,Never Met Picasso (1996),Romance,24,Never Met Picasso (1996) Romance,Never Met Picasso (1996) Romance,32
1715,Office Killer (1997),Thriller,20,Office Killer (1997) Thriller,Office Killer (1997) Thriller,29
1716,"Other Voices, Other Rooms (1997)",Drama,32,"Other Voices, Other Rooms (1997) Drama","Other Voices, Other Rooms (1997) Drama",38
1717,Scream 2 (1997),Horror|Thriller,15,"Scream 2 (1997) Horror,Thriller","Scream 2 (1997) Horror,Thriller",31
1718,Stranger in the House (1997),Thriller,28,Stranger in the House (1997) Thriller,Stranger in the House (1997) Thriller,37
1719,"Sweet Hereafter, The (1997)",Drama,27,"Sweet Hereafter, The (1997) Drama","Sweet Hereafter, The (1997) Drama",33
1720,Time Tracers (1995),Action|Adventure|Sci-Fi,19,"Time Tracers (1995) Action,Adventure,Sci-Fi","Time Tracers (1995) Action,Adventure,Sci-Fi",43
1721,Titanic (1997),Drama|Romance,14,"Titanic (1997) Drama,Romance","Titanic (1997) Drama,Romance",28
1722,Tomorrow Never Dies (1997),Action|Romance|Thriller,26,"Tomorrow Never Dies (1997) Action,Romance,Thriller","Tomorrow Never Dies (1997) Action,Romance,Thriller",50
1723,Twisted (1996),Comedy|Drama,14,"Twisted (1996) Comedy,Drama","Twisted (1996) Comedy,Drama",27
1724,Full Speed (1996),Drama,17,Full Speed (1996) Drama,Full Speed (1996) Drama,23
1725,"Education of Little Tree, The (1997)",Drama,36,"Education of Little Tree, The (1997) Drama","Education of Little Tree, The (1997) Drama",42
1726,"Postman, The (1997)",Drama,19,"Postman, The (1997) Drama","Postman, The (1997) Drama",25
1727,"Horse Whisperer, The (1998)",Drama,27,"Horse Whisperer, The (1998) Drama","Horse Whisperer, The (1998) Drama",33
1728,"Winter Guest, The (1997)",Drama,24,"Winter Guest, The (1997) Drama","Winter Guest, The (1997) Drama",30
1729,Jackie Brown (1997),Crime|Drama,19,"Jackie Brown (1997) Crime,Drama","Jackie Brown (1997) Crime,Drama",31
1730,Kundun (1997),Drama,13,Kundun (1997) Drama,Kundun (1997) Drama,19
1731,Mr. Magoo (1997),Comedy,16,Mr. Magoo (1997) Comedy,Mr. Magoo (1997) Comedy,23
1732,"Big Lebowski, The (1998)",Comedy|Crime|Mystery|Thriller,24,"Big Lebowski, The (1998) Comedy,Crime,Mystery,Thriller","Big Lebowski, The (1998) Comedy,Crime,Mystery,Thriller",54
1733,Afterglow (1997),Drama|Romance,16,"Afterglow (1997) Drama,Romance","Afterglow (1997) Drama,Romance",30
1734,My Life in Pink (Ma vie en rose) (1997),Comedy|Drama,39,"My Life in Pink (Ma vie en rose) (1997) Comedy,Drama","My Life in Pink (Ma vie en rose) (1997) Comedy,Drama",52
1735,Great Expectations (1998),Drama|Romance,25,"Great Expectations (1998) Drama,Romance","Great Expectations (1998) Drama,Romance",39
1738,Vermin (1998),Comedy,13,Vermin (1998) Comedy,Vermin (1998) Comedy,20
1739,3 Ninjas: High Noon On Mega Mountain (1998),Action|Children's,43,"3 Ninjas: High Noon On Mega Mountain (1998) Action,Children's","3 Ninjas: High Noon On Mega Mountain (1998) Action,Children's",61
1740,Men of Means (1998),Action|Drama,19,"Men of Means (1998) Action,Drama","Men of Means (1998) Action,Drama",32
1741,"Midaq Alley (Callejón de los milagros, El) (1995)",Drama,49,"Midaq Alley (Callejón de los milagros, El) (1995) Drama","Midaq Alley (Callejón de los milagros, El) (1995) Drama",55
1742,Caught Up (1998),Crime,16,Caught Up (1998) Crime,Caught Up (1998) Crime,22
1743,Arguing the World (1996),Documentary,24,Arguing the World (1996) Documentary,Arguing the World (1996) Documentary,36
1744,Firestorm (1998),Action|Adventure|Thriller,16,"Firestorm (1998) Action,Adventure,Thriller","Firestorm (1998) Action,Adventure,Thriller",42
1746,Senseless (1998),Comedy,16,Senseless (1998) Comedy,Senseless (1998) Comedy,23
1747,Wag the Dog (1997),Comedy|Drama,18,"Wag the Dog (1997) Comedy,Drama","Wag the Dog (1997) Comedy,Drama",31
1748,Dark City (1998),Film-Noir|Sci-Fi|Thriller,16,"Dark City (1998) Film-Noir,Sci-Fi,Thriller","Dark City (1998) Film-Noir,Sci-Fi,Thriller",42
1749,"Leading Man, The (1996)",Romance,23,"Leading Man, The (1996) Romance","Leading Man, The (1996) Romance",31
1750,Star Kid (1997),Adventure|Children's|Fantasy|Sci-Fi,15,"Star Kid (1997) Adventure,Children's,Fantasy,Sci-Fi","Star Kid (1997) Adventure,Children's,Fantasy,Sci-Fi",51
1752,Hard Rain (1998),Action|Thriller,16,"Hard Rain (1998) Action,Thriller","Hard Rain (1998) Action,Thriller",32
1753,Half Baked (1998),Comedy,17,Half Baked (1998) Comedy,Half Baked (1998) Comedy,24
1754,Fallen (1998),Action|Mystery|Thriller,13,"Fallen (1998) Action,Mystery,Thriller","Fallen (1998) Action,Mystery,Thriller",37
1755,Shooting Fish (1997),Romance,20,Shooting Fish (1997) Romance,Shooting Fish (1997) Romance,28
1756,"Prophecy II, The (1998)",Horror,23,"Prophecy II, The (1998) Horror","Prophecy II, The (1998) Horror",30
1757,Duoluo tianshi (1995),Drama,21,Duoluo tianshi (1995) Drama,Duoluo tianshi (1995) Drama,27
1758,Dangerous Beauty (1998),Drama,23,Dangerous Beauty (1998) Drama,Dangerous Beauty (1998) Drama,29
1759,Four Days in September (1997),Drama,29,Four Days in September (1997) Drama,Four Days in September (1997) Drama,35
1760,Spice World (1997),Comedy|Musical,18,"Spice World (1997) Comedy,Musical","Spice World (1997) Comedy,Musical",33
1762,Deep Rising (1998),Action|Horror|Sci-Fi,18,"Deep Rising (1998) Action,Horror,Sci-Fi","Deep Rising (1998) Action,Horror,Sci-Fi",39
1764,Tainted (1998),Comedy|Thriller,14,"Tainted (1998) Comedy,Thriller","Tainted (1998) Comedy,Thriller",30
1765,"Letter From Death Row, A (1998)",Crime|Drama,31,"Letter From Death Row, A (1998) Crime,Drama","Letter From Death Row, A (1998) Crime,Drama",43
1767,Music From Another Room (1998),Drama|Romance,30,"Music From Another Room (1998) Drama,Romance","Music From Another Room (1998) Drama,Romance",44
1768,Mat' i syn (1997),Drama,17,Mat' i syn (1997) Drama,Mat' i syn (1997) Drama,23
1769,"Replacement Killers, The (1998)",Action|Thriller,31,"Replacement Killers, The (1998) Action,Thriller","Replacement Killers, The (1998) Action,Thriller",47
1770,B. Monkey (1998),Romance|Thriller,16,"B. Monkey (1998) Romance,Thriller","B. Monkey (1998) Romance,Thriller",33
1771,Night Flier (1997),Horror,18,Night Flier (1997) Horror,Night Flier (1997) Horror,25
1772,Blues Brothers 2000 (1998),Action|Comedy|Musical,26,"Blues Brothers 2000 (1998) Action,Comedy,Musical","Blues Brothers 2000 (1998) Action,Comedy,Musical",48
1773,Tokyo Fist (1995),Action|Drama,17,"Tokyo Fist (1995) Action,Drama","Tokyo Fist (1995) Action,Drama",30
1774,Mass Transit (1998),Comedy|Drama,19,"Mass Transit (1998) Comedy,Drama","Mass Transit (1998) Comedy,Drama",32
1776,Ride (1998),Drama,11,Ride (1998) Drama,Ride (1998) Drama,17
1777,"Wedding Singer, The (1998)",Comedy|Romance,26,"Wedding Singer, The (1998) Comedy,Romance","Wedding Singer, The (1998) Comedy,Romance",41
1779,Sphere (1998),Adventure|Sci-Fi|Thriller,13,"Sphere (1998) Adventure,Sci-Fi,Thriller","Sphere (1998) Adventure,Sci-Fi,Thriller",39
1780,Ayn Rand: A Sense of Life (1997),Documentary,32,Ayn Rand: A Sense of Life (1997) Documentary,Ayn Rand: A Sense of Life (1997) Documentary,44
1781,"Further Gesture, A (1996)",Drama,25,"Further Gesture, A (1996) Drama","Further Gesture, A (1996) Drama",31
1782,Little City (1998),Comedy|Romance,18,"Little City (1998) Comedy,Romance","Little City (1998) Comedy,Romance",33
1783,Palmetto (1998),Film-Noir|Mystery|Thriller,15,"Palmetto (1998) Film-Noir,Mystery,Thriller","Palmetto (1998) Film-Noir,Mystery,Thriller",42
1784,As Good As It Gets (1997),Comedy|Drama,25,"As Good As It Gets (1997) Comedy,Drama","As Good As It Gets (1997) Comedy,Drama",38
1785,King of New York (1990),Action|Crime,23,"King of New York (1990) Action,Crime","King of New York (1990) Action,Crime",36
1787,"Paralyzing Fear: The Story of Polio in America, A (1998)",Documentary,56,"Paralyzing Fear: The Story of Polio in America, A (1998) Documentary","Paralyzing Fear: The Story of Polio in America, A (1998) Documentary",68
1788,Men With Guns (1997),Action|Drama,20,"Men With Guns (1997) Action,Drama","Men With Guns (1997) Action,Drama",33
1789,"Sadness of Sex, The (1995)",Drama,26,"Sadness of Sex, The (1995) Drama","Sadness of Sex, The (1995) Drama",32
1791,Twilight (1998),Crime|Drama,15,"Twilight (1998) Crime,Drama","Twilight (1998) Crime,Drama",27
1792,U.S. Marshalls (1998),Action|Thriller,21,"U.S. Marshalls (1998) Action,Thriller","U.S. Marshalls (1998) Action,Thriller",37
1793,Welcome to Woop-Woop (1997),Comedy,27,Welcome to Woop-Woop (1997) Comedy,Welcome to Woop-Woop (1997) Comedy,34
1794,Love and Death on Long Island (1997),Comedy|Drama,36,"Love and Death on Long Island (1997) Comedy,Drama","Love and Death on Long Island (1997) Comedy,Drama",49
1795,"Callejón de los milagros, El (1995)",Drama,35,"Callejón de los milagros, El (1995) Drama","Callejón de los milagros, El (1995) Drama",41
1796,In God's Hands (1998),Action|Drama,21,"In God's Hands (1998) Action,Drama","In God's Hands (1998) Action,Drama",34
1797,Everest (1998),Documentary,14,Everest (1998) Documentary,Everest (1998) Documentary,26
1798,Hush (1998),Thriller,11,Hush (1998) Thriller,Hush (1998) Thriller,20
1799,Suicide Kings (1997),Crime|Drama,20,"Suicide Kings (1997) Crime,Drama","Suicide Kings (1997) Crime,Drama",32
1801,"Man in the Iron Mask, The (1998)",Action|Drama|Romance,32,"Man in the Iron Mask, The (1998) Action,Drama,Romance","Man in the Iron Mask, The (1998) Action,Drama,Romance",53
1804,"Newton Boys, The (1998)",Crime|Drama,23,"Newton Boys, The (1998) Crime,Drama","Newton Boys, The (1998) Crime,Drama",35
1805,Wild Things (1998),Crime|Drama|Mystery|Thriller,18,"Wild Things (1998) Crime,Drama,Mystery,Thriller","Wild Things (1998) Crime,Drama,Mystery,Thriller",47
1806,Paulie (1998),Adventure|Children's|Comedy,13,"Paulie (1998) Adventure,Children's,Comedy","Paulie (1998) Adventure,Children's,Comedy",41
1807,"Cool Dry Place, A (1998)",Drama,24,"Cool Dry Place, A (1998) Drama","Cool Dry Place, A (1998) Drama",30
1809,Hana-bi (1997),Comedy|Crime|Drama,14,"Hana-bi (1997) Comedy,Crime,Drama","Hana-bi (1997) Comedy,Crime,Drama",33
1810,Primary Colors (1998),Drama,21,Primary Colors (1998) Drama,Primary Colors (1998) Drama,27
1811,"Niagara, Niagara (1997)",Drama,23,"Niagara, Niagara (1997) Drama","Niagara, Niagara (1997) Drama",29
1812,Wide Awake (1998),Children's|Comedy|Drama,17,"Wide Awake (1998) Children's,Comedy,Drama","Wide Awake (1998) Children's,Comedy,Drama",41
1814,"Price Above Rubies, A (1998)",Drama,28,"Price Above Rubies, A (1998) Drama","Price Above Rubies, A (1998) Drama",34
1815,Eden (1997),Drama,11,Eden (1997) Drama,Eden (1997) Drama,17
1816,Two Girls and a Guy (1997),Comedy|Drama,26,"Two Girls and a Guy (1997) Comedy,Drama","Two Girls and a Guy (1997) Comedy,Drama",39
1817,No Looking Back (1998),Comedy|Drama|Romance,22,"No Looking Back (1998) Comedy,Drama,Romance","No Looking Back (1998) Comedy,Drama,Romance",43
1819,Storefront Hitchcock (1997),Drama,27,Storefront Hitchcock (1997) Drama,Storefront Hitchcock (1997) Drama,33
1820,"Proposition, The (1998)",Drama,23,"Proposition, The (1998) Drama","Proposition, The (1998) Drama",29
1821,"Object of My Affection, The (1998)",Comedy|Romance,34,"Object of My Affection, The (1998) Comedy,Romance","Object of My Affection, The (1998) Comedy,Romance",49
1822,Meet the Deedles (1998),Children's|Comedy,23,"Meet the Deedles (1998) Children's,Comedy","Meet the Deedles (1998) Children's,Comedy",41
1824,Homegrown (1998),Comedy|Thriller,16,"Homegrown (1998) Comedy,Thriller","Homegrown (1998) Comedy,Thriller",32
1825,"Player's Club, The (1998)",Action|Drama,25,"Player's Club, The (1998) Action,Drama","Player's Club, The (1998) Action,Drama",38
1826,Barney's Great Adventure (1998),Adventure|Children's,31,"Barney's Great Adventure (1998) Adventure,Children's","Barney's Great Adventure (1998) Adventure,Children's",52
1827,"Big One, The (1997)",Comedy|Documentary,19,"Big One, The (1997) Comedy,Documentary","Big One, The (1997) Comedy,Documentary",38
1829,Chinese Box (1997),Drama|Romance,18,"Chinese Box (1997) Drama,Romance","Chinese Box (1997) Drama,Romance",32
1830,Follow the Bitch (1998),Comedy,23,Follow the Bitch (1998) Comedy,Follow the Bitch (1998) Comedy,30
1831,Lost in Space (1998),Action|Sci-Fi|Thriller,20,"Lost in Space (1998) Action,Sci-Fi,Thriller","Lost in Space (1998) Action,Sci-Fi,Thriller",43
1832,Heaven's Burning (1997),Action|Drama,23,"Heaven's Burning (1997) Action,Drama","Heaven's Burning (1997) Action,Drama",36
1833,Mercury Rising (1998),Action|Drama|Thriller,21,"Mercury Rising (1998) Action,Drama,Thriller","Mercury Rising (1998) Action,Drama,Thriller",43
1834,"Spanish Prisoner, The (1997)",Drama|Thriller,28,"Spanish Prisoner, The (1997) Drama,Thriller","Spanish Prisoner, The (1997) Drama,Thriller",43
1835,City of Angels (1998),Romance,21,City of Angels (1998) Romance,City of Angels (1998) Romance,29
1836,"Last Days of Disco, The (1998)",Drama,30,"Last Days of Disco, The (1998) Drama","Last Days of Disco, The (1998) Drama",36
1837,"Odd Couple II, The (1998)",Comedy,25,"Odd Couple II, The (1998) Comedy","Odd Couple II, The (1998) Comedy",32
1839,My Giant (1998),Comedy,15,My Giant (1998) Comedy,My Giant (1998) Comedy,22
1840,He Got Game (1998),Drama,18,He Got Game (1998) Drama,He Got Game (1998) Drama,24
1841,"Gingerbread Man, The (1998)",Drama|Thriller,27,"Gingerbread Man, The (1998) Drama,Thriller","Gingerbread Man, The (1998) Drama,Thriller",42
1842,Illtown (1996),Crime|Drama,14,"Illtown (1996) Crime,Drama","Illtown (1996) Crime,Drama",26
1843,Slappy and the Stinkers (1998),Children's|Comedy,30,"Slappy and the Stinkers (1998) Children's,Comedy","Slappy and the Stinkers (1998) Children's,Comedy",48
1844,Live Flesh (1997),Drama,17,Live Flesh (1997) Drama,Live Flesh (1997) Drama,23
1845,Zero Effect (1998),Comedy|Thriller,18,"Zero Effect (1998) Comedy,Thriller","Zero Effect (1998) Comedy,Thriller",34
1846,Nil By Mouth (1997),Drama,19,Nil By Mouth (1997) Drama,Nil By Mouth (1997) Drama,25
1847,Ratchet (1996),Drama|Thriller,14,"Ratchet (1996) Drama,Thriller","Ratchet (1996) Drama,Thriller",29
